SI,count,hate_speech,offensive_language,neither,class,tweet
983,3,0,0,3,2,&#8220;@nypost: If you used the ObamaCare website you should definitely change your password http://t.co/VEd4Yyztok&#8221; hahahahahah that's sad #boon
984,3,0,1,2,2,&#8220;@rihanna: We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http://t.co/0paNscImEw&#8221; this bitch has the a nerve smh
985,3,0,0,3,2,&#8220;@sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;
986,3,0,0,3,2,&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
987,3,0,0,3,2,&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
988,3,0,0,3,2,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
989,3,0,0,3,2,&#8220;@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?
990,3,0,0,3,2,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace"
991,3,0,0,3,2,&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;
992,3,0,0,3,2,&#8220;@yungtfti: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;
993,3,0,1,2,2,&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;
994,3,0,0,3,2,"&#8220;There is a time &amp; a place 4 decaf coffee. Never &amp; in the trash."" http://t.co/ZVJROXgNDQ&#8221; #MommyMonday humor via @JenerationPR &amp; @theskimm"
995,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL
996,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/ENSNf9RGPH
997,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN
998,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07
999,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ
1000,3,0,1,2,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v
